id,table,trigger,targets,rule,evidence,source,decision,status,notes
R096,questionnaire,SIBLING_NUM_BROTHERS_1_1;SIBLING_NUM_SISTERS_1_1;SIBLING_DIAG_A_2_M,SIBLING_DIAG_NEURO_DEV_1_M,([SIBLING_NUM_BROTHERS_1_1] = int(>0)) OR ([SIBLING_NUM_SISTERS_1_1] = int(>0)) AND ([SIBLING_DIAG_A_2_M] = 12),quoted,Questionnaire Logic v2.2 section4,D072,encoded,read as (brothers or sisters) AND the condition (D073)
R097,questionnaire,SIBLING_NUM_BROTHERS_1_1;SIBLING_NUM_SISTERS_1_1;SIBLING_DIAG_A_2_M,SIBLING_DIAG_NEURO_1_M,([SIBLING_NUM_BROTHERS_1_1] = int(>0)) OR ([SIBLING_NUM_SISTERS_1_1] = int(>0)) AND ([SIBLING_DIAG_A_2_M] = 13),quoted,Questionnaire Logic v2.2 section4,D072,encoded,read as (brothers or sisters) AND the condition (D073)
R098,questionnaire,SIBLING_NUM_BROTHERS_1_1;SIBLING_NUM_SISTERS_1_1;SIBLING_DIAG_A_2_M,SIBLING_DIAG_REPRO_1_M,([SIBLING_NUM_BROTHERS_1_1] = int(>0)) OR ([SIBLING_NUM_SISTERS_1_1] = int(>0)) AND ([SIBLING_DIAG_A_2_M] = 14),quoted,Questionnaire Logic v2.2 section4,D072,encoded,read as (brothers or sisters) AND the condition (D073)
R099,questionnaire,HEALTH_STATUS_CHRONIC_1_1,HEALTH_STATUS_DISABILITY_SUPPORT_1_M,"chronic condition 1, -1 or -3 -> disability support asked; 0 -> [-998]",quoted,Questionnaire Logic v2.2 section5,D077,encoded,
R100,questionnaire,ACTIVITY_WALK_DAYS_2_1,HEALTH_RESP_SHORT_1_1;HEALTH_PAIN_LEG_1_1,"walking days a number 0-7, -1 or -3 -> breathless-walking and leg-pain questions asked; -2 -> -998",quoted,Questionnaire Logic v2.2 section5,D077,encoded,
R101,questionnaire,HEALTH_PAIN_CHEST_1_1,HEALTH_PAIN_CHEST_WALK_1_1,chest pain 1 -> chest pain on the flat asked; otherwise -998,quoted,Questionnaire Logic v2.2 section5,D077,encoded,
R102,questionnaire,HEALTH_PAIN_CHEST_1_1;HEALTH_PAIN_CHEST_WALK_1_1,HEALTH_PAIN_CHEST_WALK_UPHILL_1_1,chest pain 1 AND pain on the flat 0 -> pain uphill asked; otherwise -998,quoted,Questionnaire Logic v2.2 section5,D077,encoded,
R103,questionnaire,HEALTH_PAIN_CHEST_1_1;HEALTH_PAIN_CHEST_WALK_1_1;HEALTH_PAIN_CHEST_WALK_UPHILL_1_1,HEALTH_PAIN_CHEST_SUBSIDE_1_1,"chest pain 1 AND (flat 1 with uphill not shown, or flat 0 with uphill 1) -> goes-away-standing asked; otherwise -998",quoted,Questionnaire Logic v2.2 section5,D077,encoded,the source's 'uphill = NULL' is read as -998 (D077)
R104,questionnaire,HEALTH_CHECK_COLORECTAL_1_1,HEALTH_CHECK_COLORECTAL_YRS_1_1,bowel screening 1 -> years ago asked; otherwise -998,quoted,Questionnaire Logic v2.2 section5,D077,encoded,
R105,questionnaire,DEMOG_SEX_2_1,HEALTH_CHECK_PROSTATE_1_1;CHILDREN_BIO_NUM_2_1,"([DEMOG_SEX_2_1] ONE of [1, 3, -3])",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R106,questionnaire,DEMOG_SEX_2_1;HEALTH_CHECK_PROSTATE_1_1,HEALTH_CHECK_PROSTATE_YRS_1_1,"([DEMOG_SEX_2_1] ONE of [1, 3, -3]) AND ([HEALTH_CHECK_PROSTATE_1_1] = 1)",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R107,questionnaire,DEMOG_SEX_2_1;CHILDREN_BIO_NUM_2_1,CHILDREN_BIO_FIRST_AGE_1_1,"([DEMOG_SEX_2_1] ONE of [1, 3, -3]) AND ([CHILDREN_BIO_NUM_2_1] ONE of [int(>1), -1, -3, -999])",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R108,questionnaire,DEMOG_SEX_2_1;CHILDREN_BIO_NUM_2_1,CHILDREN_BIO_LAST_AGE_1_1,"([DEMOG_SEX_2_1] ONE of [1, 3, -3]) AND ([CHILDREN_BIO_NUM_2_1] ONE of [int(>0), -1, -3, -999])",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R109,questionnaire,DEMOG_SEX_2_1,HEALTH_CHECK_MAMMOGRAM_1_1;HEALTH_CHECK_SMEAR_1_1;GYN_MENSTR_AGE_1_1;GYN_MENOPAUSE_2_1;CHILDREN_BIRTHED_NUM_1_1;GYN_CONTRACEPT_IMPLANT_1_1;GYN_HRT_1_1;GYN_HYST_1_1;GYN_OOPH_1_1,"([DEMOG_SEX_2_1] ONE of [2, 3, -3])",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R110,questionnaire,DEMOG_SEX_2_1;HEALTH_CHECK_MAMMOGRAM_1_1,HEALTH_CHECK_MAMMOGRAM_YRS_1_1,"([DEMOG_SEX_2_1] ONE of [2, 3, -3]) AND ([HEALTH_CHECK_MAMMOGRAM_1_1] = 1)",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R111,questionnaire,DEMOG_SEX_2_1;HEALTH_CHECK_SMEAR_1_1,HEALTH_CHECK_SMEAR_YRS_1_1,"([DEMOG_SEX_2_1] ONE of [2, 3, -3]) AND ([HEALTH_CHECK_SMEAR_1_1] = 1)",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R112,questionnaire,DEMOG_SEX_2_1;GYN_MENOPAUSE_2_1,GYN_MENOPAUSE_LAST_PERIOD_AGE_2_1,"([DEMOG_SEX_2_1] ONE of [2, 3, -3]) AND ([GYN_MENOPAUSE_2_1] = 1)",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R113,questionnaire,DEMOG_SEX_2_1;GYN_MENOPAUSE_2_1,GYN_MENSTR_LAST_PERIOD_DAYS_2_1;GYN_MENSTR_CYCLE_DAYS_2_1,"([DEMOG_SEX_2_1] ONE of [2, 3, -3]) AND ([GYN_MENOPAUSE_2_1] ONE of [0, 3])",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R114,questionnaire,DEMOG_SEX_2_1;CHILDREN_BIRTHED_NUM_1_1,CHILDREN_BIRTHED_FIRST_AGE_1_1,"([DEMOG_SEX_2_1] ONE of [2, 3, -3]) AND ([CHILDREN_BIRTHED_NUM_1_1] ONE of [int(>1), -3, -999])",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R115,questionnaire,DEMOG_SEX_2_1;CHILDREN_BIRTHED_NUM_1_1,CHILDREN_BIRTHED_LAST_AGE_1_1,"([DEMOG_SEX_2_1] ONE of [2, 3, -3]) AND ([CHILDREN_BIRTHED_NUM_1_1] ONE of [int(>0), -3, -999])",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R116,questionnaire,DEMOG_SEX_2_1;GYN_CONTRACEPT_IMPLANT_1_1,GYN_CONTRACEPT_METHODS_1_M,"([DEMOG_SEX_2_1] ONE of [2, 3, -3]) AND ([GYN_CONTRACEPT_IMPLANT_1_1] = 1)",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R117,questionnaire,DEMOG_SEX_2_1;GYN_CONTRACEPT_IMPLANT_1_1;GYN_CONTRACEPT_METHODS_1_M,GYN_CONTRACEPT_PILL_FIRST_AGE_1_1;GYN_CONTRACEPT_PILL_LAST_AGE_1_1,"([DEMOG_SEX_2_1] ONE of [2, 3, -3]) AND ([GYN_CONTRACEPT_IMPLANT_1_1] = 1) AND ([GYN_CONTRACEPT_METHODS_1_M] ANY of [1, 5])",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R118,questionnaire,DEMOG_SEX_2_1;GYN_HRT_1_1,GYN_HRT_FIRST_TRT_AGE_1_1;GYN_HRT_LAST_TRT_AGE_1_1,"([DEMOG_SEX_2_1] ONE of [2, 3, -3]) AND ([GYN_HRT_1_1] = 1)",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R119,questionnaire,DEMOG_SEX_2_1;GYN_HYST_1_1,GYN_HYST_AGE_1_1,"([DEMOG_SEX_2_1] ONE of [2, 3, -3]) AND ([GYN_HYST_1_1] = 1)",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R120,questionnaire,DEMOG_SEX_2_1;GYN_OOPH_1_1,GYN_OOPH_AGE_1_1,"([DEMOG_SEX_2_1] ONE of [2, 3, -3]) AND ([GYN_OOPH_1_1] = 1)",quoted,Questionnaire Logic v2.2 section5,D011,not-enforceable,"gate is a participant column, targets are questionnaire columns: a rule never crosses tables (D002, D011)"
R121,questionnaire,DIAG_2_M,DIAG_AUTO_1_M,([DIAG_2_M] = 1),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R122,questionnaire,DIAG_2_M,DIAG_ANAEMIA_1_M,([DIAG_2_M] = 2),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R123,questionnaire,DIAG_2_M,DIAG_CANCER_1_M,([DIAG_2_M] = 3),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R124,questionnaire,DIAG_2_M;DIAG_CANCER_1_M,DIAG_CANCER_SKIN_1_M,([DIAG_2_M] = 3) AND ([DIAG_CANCER_1_M] = 18),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R125,questionnaire,DIAG_2_M,DIAG_OB_1_M,([DIAG_2_M] = 4),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R126,questionnaire,DIAG_2_M,DIAG_GASTRO_1_M,([DIAG_2_M] = 5),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R127,questionnaire,DIAG_2_M,DIAG_ENDOCR_1_M,([DIAG_2_M] = 6),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R128,questionnaire,DIAG_2_M,DIAG_OPTHAL_1_M,([DIAG_2_M] = 7),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R129,questionnaire,DIAG_2_M,DIAG_OSTEO_1_M,([DIAG_2_M] = 8),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R130,questionnaire,DIAG_2_M,DIAG_CVD_1_M,([DIAG_2_M] = 9),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R131,questionnaire,DIAG_2_M,DIAG_UROL_1_M,([DIAG_2_M] = 10),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R132,questionnaire,DIAG_2_M,DIAG_RESP_1_M,([DIAG_2_M] = 11),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R133,questionnaire,DIAG_2_M,DIAG_PSYCH_1_M,([DIAG_2_M] = 12),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R134,questionnaire,DIAG_2_M;DIAG_PSYCH_1_M,DIAG_PSYCH_ANX_1_M,([DIAG_2_M] = 12) AND ([DIAG_PSYCH_1_M] = 1),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R135,questionnaire,DIAG_2_M;DIAG_PSYCH_1_M,DIAG_PSYCH_DEPR_1_M,([DIAG_2_M] = 12) AND ([DIAG_PSYCH_1_M] = 4),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R136,questionnaire,DIAG_2_M;DIAG_PSYCH_1_M,DIAG_PSYCH_EAT_1_M,([DIAG_2_M] = 12) AND ([DIAG_PSYCH_1_M] = 8),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R137,questionnaire,DIAG_2_M,DIAG_NEURO_DEV_1_M,([DIAG_2_M] = 13),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R138,questionnaire,DIAG_2_M,DIAG_NEURO_1_M,([DIAG_2_M] = 14),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R139,questionnaire,DIAG_2_M,DIAG_REPRO_1_M,([DIAG_2_M] = 15),quoted,Questionnaire Logic v2.2 section5,D082,encoded,
R140,questionnaire,MEDICAT_1_M,MEDICAT_AUTO_1_M,([MEDICAT_1_M] = 1),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R141,questionnaire,MEDICAT_1_M,MEDICAT_OSTEO_1_M,([MEDICAT_1_M] = 2),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R142,questionnaire,MEDICAT_1_M,MEDICAT_CANCER_1_M,([MEDICAT_1_M] = 3),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R143,questionnaire,MEDICAT_1_M,MEDICAT_DIAB_1_M,([MEDICAT_1_M] = 4),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R144,questionnaire,MEDICAT_1_M,MEDICAT_GASTRO_1_M,([MEDICAT_1_M] = 5),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R145,questionnaire,MEDICAT_1_M,MEDICAT_ENDOCR_1_M,([MEDICAT_1_M] = 6),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R146,questionnaire,MEDICAT_1_M,MEDICAT_CVD_1_M,([MEDICAT_1_M] = 7),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R147,questionnaire,MEDICAT_1_M,MEDICAT_RESP_1_M,([MEDICAT_1_M] = 8),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R148,questionnaire,MEDICAT_1_M,MEDICAT_PSYCH_1_M,([MEDICAT_1_M] = 9),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R149,questionnaire,MEDICAT_1_M;MEDICAT_PSYCH_1_M,MEDICAT_PSYCH_ANTIDEPR_1_M,([MEDICAT_1_M] = 9) AND ([MEDICAT_PSYCH_1_M] = 1),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R150,questionnaire,MEDICAT_1_M;MEDICAT_PSYCH_1_M,MEDICAT_PSYCH_ANTIPSYCH_1_M,([MEDICAT_1_M] = 9) AND ([MEDICAT_PSYCH_1_M] = 2),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R151,questionnaire,MEDICAT_1_M,MEDICAT_NEURO_1_M,([MEDICAT_1_M] = 10),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R152,questionnaire,MEDICAT_1_M,MEDICAT_PAIN_1_M,([MEDICAT_1_M] = 11),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R153,questionnaire,MEDICAT_1_M,MEDICAT_REPRO_1_M,([MEDICAT_1_M] = 12),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R154,questionnaire,MEDICAT_1_M;MEDICAT_REPRO_1_M,MEDICAT_REPRO_CONTRACEPT_1_M,([MEDICAT_1_M] = 12) AND ([MEDICAT_REPRO_1_M] = 1),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R155,questionnaire,MEDICAT_1_M,MEDICAT_SUPPL_1_M,([MEDICAT_1_M] = 13),quoted,Questionnaire Logic v2.2 section5,D080,encoded,
R156,questionnaire,SKIP_PHQ9_GAD7_1_1,PHQ9_ITEM1_INTEREST_1_1,"skip PHQ and GAD = 1 -> PHQ9_ITEM1_INTEREST_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R157,questionnaire,SKIP_PHQ9_GAD7_1_1,PHQ9_ITEM2_DOWN_1_1,"skip PHQ and GAD = 1 -> PHQ9_ITEM2_DOWN_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R158,questionnaire,SKIP_PHQ9_GAD7_1_1,PHQ9_ITEM3_SLEEP_1_1,"skip PHQ and GAD = 1 -> PHQ9_ITEM3_SLEEP_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R159,questionnaire,SKIP_PHQ9_GAD7_1_1,PHQ9_ITEM4_ENERGY_1_1,"skip PHQ and GAD = 1 -> PHQ9_ITEM4_ENERGY_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R160,questionnaire,SKIP_PHQ9_GAD7_1_1,PHQ9_ITEM5_APPETITE_1_1,"skip PHQ and GAD = 1 -> PHQ9_ITEM5_APPETITE_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R161,questionnaire,SKIP_PHQ9_GAD7_1_1,PHQ9_ITEM6_BAD_1_1,"skip PHQ and GAD = 1 -> PHQ9_ITEM6_BAD_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R162,questionnaire,SKIP_PHQ9_GAD7_1_1,PHQ9_ITEM7_CONCENTR_1_1,"skip PHQ and GAD = 1 -> PHQ9_ITEM7_CONCENTR_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R163,questionnaire,SKIP_PHQ9_GAD7_1_1,PHQ9_ITEM8_MOVEMENT_1_1,"skip PHQ and GAD = 1 -> PHQ9_ITEM8_MOVEMENT_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R164,questionnaire,SKIP_PHQ9_GAD7_1_1,PHQ9_ITEM9_HARM_1_1,"skip PHQ and GAD = 1 -> PHQ9_ITEM9_HARM_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R165,questionnaire,SKIP_PHQ9_GAD7_1_1;PHQ9_ITEM1_INTEREST_1_1;PHQ9_ITEM2_DOWN_1_1;PHQ9_ITEM3_SLEEP_1_1;PHQ9_ITEM4_ENERGY_1_1;PHQ9_ITEM5_APPETITE_1_1;PHQ9_ITEM6_BAD_1_1;PHQ9_ITEM7_CONCENTR_1_1;PHQ9_ITEM8_MOVEMENT_1_1;PHQ9_ITEM9_HARM_1_1,PHQ9_IMPAIR_1_1,skip PHQ and GAD = 0 AND any PHQ-9 item above Not at all -> impairment asked; otherwise -998,quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R166,questionnaire,SKIP_PHQ9_GAD7_1_1,GAD7_ITEM1_ANX_1_1,"skip PHQ and GAD = 1 -> GAD7_ITEM1_ANX_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R167,questionnaire,SKIP_PHQ9_GAD7_1_1,GAD7_ITEM2_WORRY_CONTROL_1_1,"skip PHQ and GAD = 1 -> GAD7_ITEM2_WORRY_CONTROL_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R168,questionnaire,SKIP_PHQ9_GAD7_1_1,GAD7_ITEM3_WORRY_AMOUNT_1_1,"skip PHQ and GAD = 1 -> GAD7_ITEM3_WORRY_AMOUNT_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R169,questionnaire,SKIP_PHQ9_GAD7_1_1,GAD7_ITEM4_RELAX_1_1,"skip PHQ and GAD = 1 -> GAD7_ITEM4_RELAX_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R170,questionnaire,SKIP_PHQ9_GAD7_1_1,GAD7_ITEM5_RESTLESS_1_1,"skip PHQ and GAD = 1 -> GAD7_ITEM5_RESTLESS_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R171,questionnaire,SKIP_PHQ9_GAD7_1_1,GAD7_ITEM6_ANNOYED_1_1,"skip PHQ and GAD = 1 -> GAD7_ITEM6_ANNOYED_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R172,questionnaire,SKIP_PHQ9_GAD7_1_1,GAD7_ITEM7_AFRAID_1_1,"skip PHQ and GAD = 1 -> GAD7_ITEM7_AFRAID_1_1 = -3 (substantive pin, no twin)",quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R173,questionnaire,SKIP_PHQ9_GAD7_1_1;GAD7_ITEM1_ANX_1_1;GAD7_ITEM2_WORRY_CONTROL_1_1;GAD7_ITEM3_WORRY_AMOUNT_1_1;GAD7_ITEM4_RELAX_1_1;GAD7_ITEM5_RESTLESS_1_1;GAD7_ITEM6_ANNOYED_1_1;GAD7_ITEM7_AFRAID_1_1,GAD7_IMPAIR_1_1,skip PHQ and GAD = 0 AND any GAD-7 item above Not at all -> impairment asked; otherwise -998,quoted,Questionnaire Logic v2.2 section5,D086,encoded,
R174,questionnaire,QUESTIONNAIRE_VERSION,DEMOG_RELATSH_STATUS_1_1;DEMOG_RELATSH_STATUS_2_1,v1 questionnaire -> STATUS_2_1 = -998; v2 questionnaire -> STATUS_1_1 = -998 (each twin is NULL for the other version's respondents),inferred,"domain: the page's question versions and 'NULL when not presented' (D029, D034)",D046,declined,steward said no 2026-09-19 (D046); -998 stays permitted on both twins per D034
R175,clinic_measurements,HEIGHT_SKIPPED,HEIGHT,HEIGHT_SKIPPED = 1 -> HEIGHT -998; HEIGHT_SKIPPED = 0 -> recorded,implied,dictionary v14 clinic_measurements: 'HEIGHT_SKIPPED: Indicator of whether the participant skipped the height measurement'; 'HEIGHT_SKIPPED_REASON: Reason given for skipping the height measurement',D089,encoded,
R176,clinic_measurements,HEIGHT_SKIPPED,HEIGHT_SKIPPED_REASON,HEIGHT_SKIPPED = 1 -> HEIGHT_SKIPPED_REASON recorded; HEIGHT_SKIPPED = 0 -> -998,implied,dictionary v14 clinic_measurements: 'HEIGHT_SKIPPED: Indicator of whether the participant skipped the height measurement'; 'HEIGHT_SKIPPED_REASON: Reason given for skipping the height measurement',D089,encoded,
R177,clinic_measurements,WEIGHT_SKIPPED,WEIGHT,WEIGHT_SKIPPED = 1 -> WEIGHT -998; WEIGHT_SKIPPED = 0 -> recorded,implied,dictionary v14 clinic_measurements: 'WEIGHT_SKIPPED: Indicator of whether the participant skipped the weight measurement'; 'WEIGHT_SKIPPED_REASON: Reason given for skipping the weight measurement',D089,encoded,
R178,clinic_measurements,WEIGHT_SKIPPED,WEIGHT_SKIPPED_REASON,WEIGHT_SKIPPED = 1 -> WEIGHT_SKIPPED_REASON recorded; WEIGHT_SKIPPED = 0 -> -998,implied,dictionary v14 clinic_measurements: 'WEIGHT_SKIPPED: Indicator of whether the participant skipped the weight measurement'; 'WEIGHT_SKIPPED_REASON: Reason given for skipping the weight measurement',D089,encoded,
R179,clinic_measurements,WAIST_SKIPPED,WAIST,WAIST_SKIPPED = 1 -> WAIST -998; WAIST_SKIPPED = 0 -> recorded,implied,dictionary v14 clinic_measurements: 'WAIST_SKIPPED: Indicator of whether the participant skipped the waist circumference measurement'; 'WAIST_SKIPPED_REASON: Reason given for skipping the waist circumference measurement',D089,encoded,
R180,clinic_measurements,WAIST_SKIPPED,WAIST_SKIPPED_REASON,WAIST_SKIPPED = 1 -> WAIST_SKIPPED_REASON recorded; WAIST_SKIPPED = 0 -> -998,implied,dictionary v14 clinic_measurements: 'WAIST_SKIPPED: Indicator of whether the participant skipped the waist circumference measurement'; 'WAIST_SKIPPED_REASON: Reason given for skipping the waist circumference measurement',D089,encoded,
R181,clinic_measurements,HEART_FIRST_SKIPPED,HEART_FIRST_RATE;HEART_FIRST_BP_SYSTOLIC;HEART_FIRST_BP_DIASTOLIC;HEART_FIRST_RHYTHM,"HEART_FIRST_SKIPPED = 1 -> HEART_FIRST_RATE, HEART_FIRST_BP_SYSTOLIC, HEART_FIRST_BP_DIASTOLIC, HEART_FIRST_RHYTHM -998; HEART_FIRST_SKIPPED = 0 -> recorded",implied,dictionary v14 clinic_measurements: 'HEART_FIRST_SKIPPED: Indicator of whether the participant skipped the first set of heart measurements'; 'HEART_FIRST_SKIPPED_REASON: Reason given for skipping the first set of heart measurements',D089,encoded,
R182,clinic_measurements,HEART_FIRST_SKIPPED,HEART_FIRST_SKIPPED_REASON,HEART_FIRST_SKIPPED = 1 -> HEART_FIRST_SKIPPED_REASON recorded; HEART_FIRST_SKIPPED = 0 -> -998,implied,dictionary v14 clinic_measurements: 'HEART_FIRST_SKIPPED: Indicator of whether the participant skipped the first set of heart measurements'; 'HEART_FIRST_SKIPPED_REASON: Reason given for skipping the first set of heart measurements',D089,encoded,
R183,clinic_measurements,HEART_SECOND_SKIPPED,HEART_SECOND_RATE;HEART_SECOND_BP_SYSTOLIC;HEART_SECOND_BP_DIASTOLIC;HEART_SECOND_RHYTHM,"HEART_SECOND_SKIPPED = 1 -> HEART_SECOND_RATE, HEART_SECOND_BP_SYSTOLIC, HEART_SECOND_BP_DIASTOLIC, HEART_SECOND_RHYTHM -998; HEART_SECOND_SKIPPED = 0 -> recorded",implied,dictionary v14 clinic_measurements: 'HEART_SECOND_SKIPPED: Indicator of whether the participant skipped the second set of heart measurements'; 'HEART_SECOND_SKIPPED_REASON: Reason given for skipping the second set of heart measurements',D089,encoded,
R184,clinic_measurements,HEART_SECOND_SKIPPED,HEART_SECOND_SKIPPED_REASON,HEART_SECOND_SKIPPED = 1 -> HEART_SECOND_SKIPPED_REASON recorded; HEART_SECOND_SKIPPED = 0 -> -998,implied,dictionary v14 clinic_measurements: 'HEART_SECOND_SKIPPED: Indicator of whether the participant skipped the second set of heart measurements'; 'HEART_SECOND_SKIPPED_REASON: Reason given for skipping the second set of heart measurements',D089,encoded,
R185,clinic_measurements,HEART_THIRD_SKIPPED,HEART_THIRD_RATE;HEART_THIRD_BP_SYSTOLIC;HEART_THIRD_BP_DIASTOLIC;HEART_THIRD_RHYTHM,"HEART_THIRD_SKIPPED = 1 -> HEART_THIRD_RATE, HEART_THIRD_BP_SYSTOLIC, HEART_THIRD_BP_DIASTOLIC, HEART_THIRD_RHYTHM -998; HEART_THIRD_SKIPPED = 0 -> recorded",implied,dictionary v14 clinic_measurements: 'HEART_THIRD_SKIPPED: Indicator of whether the participant skipped the third set of heart measurements. Only participants with abnormal readings to the first and second measurements are offered a third measurement'; 'HEART_THIRD_SKIPPED_REASON: Reason given for skipping the third set of heart measurements',D089,encoded,
R186,clinic_measurements,HEART_THIRD_SKIPPED,HEART_THIRD_SKIPPED_REASON,HEART_THIRD_SKIPPED = 1 -> HEART_THIRD_SKIPPED_REASON recorded; HEART_THIRD_SKIPPED = 0 -> -998,implied,dictionary v14 clinic_measurements: 'HEART_THIRD_SKIPPED: Indicator of whether the participant skipped the third set of heart measurements. Only participants with abnormal readings to the first and second measurements are offered a third measurement'; 'HEART_THIRD_SKIPPED_REASON: Reason given for skipping the third set of heart measurements',D089,encoded,
